Debt_ratio_,Liability_to_Equity,Equity_to_Liability,Net_worth_to_Assets,Total_debt_to_Total_net_worth,Borrowing_dependency,Net_Income_to_Stockholders_Equity,Net_Income_to_Total_Assets,Persistent_EPS_in_the_Last_Four_Seasons,Current_Liability_to_Current_Assets,Current_Liability_to_Equity,Pre_tax_net_Interest_Rate,After_tax_net_Interest_Rate,Current_Liabilities_to_Equity,Total_income_to_Total_expense,Net_profit_before_tax_to_Paid_in_capital,Current_Ratio,ROAA_before_interest_and__after_tax,Continuous_interest_rate_after_tax,Per_Share_Net_profit_before_tax_Yuan_,ROAC_before_interest_and_depreciation_before_interest,ROAB_before_interest_and_depreciation_after_tax,Interest_Expense_Ratio,Working_Capital_to_Equity,Working_Capital_to_Total_Assets,Working_capitcal_Turnover_Rate,Operating_Profit_Per_Share_Yuan_,Net_Value_Per_Share_A,Operating_profit_to_Paid_in_capital,Net_Value_Per_Share_C,Bankrupt
0.183766113567428,-1.1418400713522565,0.5659559720882976,0.5675655645624169,-0.9368263479641032,-2.12758427342943,0.7350853087309506,-0.7753140014454095,-0.18994898790555084,-0.8047979580202566,-0.022193164110722585,-0.7767843895320415,0.05299959498469144,-0.6129050197939321,-1.1613040537720167,-0.5889882586651937,1.424026448027928,0.5681006565916896,0.24190644931995975,0.42510052351181266,0.2591678604462402,-0.08103052864842919,-0.6254110753664086,0.6639697717566753,0.34019318900573847,-0.5281622344697001,-1.1600386878525435,0.23865055756460365,-0.8944838097927669,-0.5285684153546502,No
-1.2007869830129039,-1.0817701203086791,2.269041668275344,2.5938686508975373,-2.0210970262869727,-1.7283732183440619,-0.49722430206459944,-0.045915287341490446,0.26794317560001074,-1.0521985300618373,-0.7045779260137625,1.8733854380434112,-1.6497181453087917,0.1437367987940943,-1.3010702736281983,-0.10428788378484789,2.575821276259161,-0.934556768991978,-0.0802160696486631,-0.6751508438581053,-0.8148244199462085,-0.46879550242074064,-0.460014153101359,2.0439105487764317,0.5460976498570662,3.0846952561209315,-0.7213528200784374,2.980790181239711,-0.6775445353888243,2.6103495660886233,No
-0.8704528262728617,-1.086213920736193,-0.16007520613329024,1.8278672007281433,0.09436223522299303,-0.5614455476333471,0.8703654563492019,-0.6310452003507655,1.1624584253585803,1.029893679593988,-0.14375895046419002,1.0357734226161988,-0.5690733128884351,-0.7195853812312352,-0.7146702623133254,1.3951283678993427,-1.1345923184698103,0.6502593689056511,0.1214610774332871,0.1106040301432579,0.3747745242060713,0.8781875412824875,0.2209726727326559,-1.3361488398956798,-1.783995371669103,-0.7032907371476425,-0.1503192732369784,0.6734343366749391,1.5634162637123905,0.2178759709858789,No
-1.338886714453556,-0.6200413988577269,2.4047670963012893,0.6974517253252245,-0.8071064678388327,-1.7799845048620873,-0.10529623935625956,0.03615447378340236,0.900619968412525,-1.202831304929688,-0.8989173129837846,0.7243994276479224,0.6832163583730735,-0.27953240753135367,0.12018901084877714,1.0717919031151752,-0.5371359810757508,-0.1268993532363451,-0.6579950140786164,1.2448482715982327,1.1200397493535776,-0.17906610630985223,-0.5195586242287141,-0.6059120261422785,0.11153331884233314,-1.2954816539517655,1.8038939262931133,2.001250764123688,2.436209052629111,1.9242036436583752,No
-1.2302973431977056,-0.36493647499144866,1.9677638055649123,-0.2566218303207817,-1.05712617878141,-1.4161923333088196,-0.5449376460322598,0.5534495568247649,-0.46399130622675905,-0.9177062723536893,-0.8182962261040223,0.28415729181237454,-0.05356999564868259,-1.179157088532325,-0.3326727547993185,-0.29817498267367415,-0.015763784593305907,0.35525707868623907,1.0070646772051268,-0.8761266619682836,0.397006671497955,1.5129250322487087,-0.20981113532590095,0.18523478450269373,0.3767522756593982,0.3569741939599238,-0.04240888831563494,0.1703403485101781,-0.24275500962857838,0.841988278306893,No
0.4104213146375646,0.45404939896259977,-1.0741703405820706,0.37229745702994976,0.2570281723883949,0.04175382079009049,0.8787956950612149,-0.29716966156171076,1.4369623732383439,-0.3855896221208641,-0.42923919259464877,1.3727557547927676,0.5783306916009721,0.15319710085856122,0.8733012240903522,-1.2373183042147602,0.7037453615041065,0.9405906029115064,-0.5565384884663779,-0.6243212406768768,-1.4295493484480586,0.7375463700648728,0.7269357434754773,1.5288601757350473,1.430271179157715,0.2652159416027446,0.7117500957566467,-0.9731322946036169,1.204378635439463,-0.5714838536380495,No
1.8441360091835146,2.198216433256501,-1.5429484868312655,-0.60474285134714,1.8031984633346572,2.567054329536341,-0.9951814321088431,0.9902981764473198,-1.80126756912622,2.669856356794005,1.7049637277884235,0.18045472857866307,-1.589045569524957,1.0731751508781429,-2.034465542336204,-1.5578177331582208,-0.6675977158196393,-0.9692838443532976,-2.486240297609022,-0.6564033044902298,-0.7264260052697323,-0.8308909973047243,-2.610960829437116,-2.1065799490401194,-1.766079344192915,-2.204115888448438,-2.022046875599494,-0.40539856518695927,-0.7959828108552013,-0.3468460010848773,No
-1.4979974023660807,-0.5700379071545105,0.2820221621613388,1.0947606271191568,-0.45014315546797407,-1.5274978769457352,0.3582816364665665,1.5955144293375518,0.1529624836955088,0.0800352040075269,0.12368211198514713,-0.08426373541175247,0.5357082522795895,0.10461493125323117,-1.7005551122515923,1.2759043133483916,0.20315154618439346,0.6522131824631885,-0.012644594388618619,0.12042035086369962,0.7942467645351069,0.6529533925913387,0.116856330181772,0.6343604840746576,1.673478266085311,-1.692311778374407,0.7457767573578555,1.0536943686282307,0.7332376879115093,0.5266440886619906,No
1.5584336514736374,2.5488088714859933,-1.404772186118727,-2.4674925103878564,3.7086215068806614,3.460139024251565,0.22763236241402507,0.8768226454363124,-0.4380563368935862,0.9372422850363721,0.8862974502373617,0.17289611831656032,-0.06116633399686841,1.3491623435265652,0.8720845711335539,-0.011769485114927238,-0.6855010588812629,-0.24577106309847338,0.7500484540089968,-0.42597910497541597,-0.9531085594589381,-0.23576744054380144,1.6047249832813375,1.3542382346386406,-0.665263789087127,0.2407386673461292,-0.28280068262797753,-1.463047028512248,-1.0148185630167212,-1.4111012606123472,No
-1.412226430986318,-0.822720729808122,0.6529995901593285,1.0863483729899217,-1.0209342036536246,-1.3235320231459933,1.6224838053576955,1.7204287772857039,2.266697082880964,-0.8214429138884317,-0.7446357739559539,1.168351688404881,0.2898802886850209,1.0897664070299544,1.2254515569854028,1.3143127264920624,1.686967310910309,2.244889980201059,0.46092726139047424,2.039762727936,1.809152954759467,1.8931872109391656,0.8747832556433401,2.356885240569172,1.509461615692759,0.7962613904573864,2.0422319319421627,0.04740649111324663,2.9409058664130834,-0.08132952129584392,No
