Debt_ratio_,Liability_to_Equity,Equity_to_Liability,Net_worth_to_Assets,Total_debt_to_Total_net_worth,Borrowing_dependency,Net_Income_to_Stockholders_Equity,Net_Income_to_Total_Assets,Persistent_EPS_in_the_Last_Four_Seasons,Current_Liability_to_Current_Assets,Current_Liability_to_Equity,Pre_tax_net_Interest_Rate,After_tax_net_Interest_Rate,Current_Liabilities_to_Equity,Total_income_to_Total_expense,Net_profit_before_tax_to_Paid_in_capital,Current_Ratio,ROAA_before_interest_and__after_tax,Continuous_interest_rate_after_tax,Per_Share_Net_profit_before_tax_Yuan_,ROAC_before_interest_and_depreciation_before_interest,ROAB_before_interest_and_depreciation_after_tax,Interest_Expense_Ratio,Working_Capital_to_Equity,Working_Capital_to_Total_Assets,Working_capitcal_Turnover_Rate,Operating_Profit_Per_Share_Yuan_,Net_Value_Per_Share_A,Operating_profit_to_Paid_in_capital,Net_Value_Per_Share_C,Bankrupt
1.8084026259741248,2.3884408629839844,-1.0944228277381718,-1.8084026259741244,2.3948459025179805,2.556886724688775,-2.0942797693474002,-2.08683249452564,-2.21880730268134,2.5259981355777517,2.3316748985911917,-1.968547744096549,-1.92368854250022,2.3316748985911917,-1.4879775634872054,-2.1691548224794954,-1.4410402922453842,-2.1040367667167192,-1.9429438513540327,-2.090496934454772,-2.286059158475526,-2.2407381990098565,-1.610888594423605,-2.676422011134568,-2.458324100551722,-2.300248808267581,-0.65505149522936,-1.75896820900691,-0.6566588055738469,-1.7602505202378442,Yes
1.11291311480092,1.1656571750473765,-0.905287622201087,-1.1129131148009201,1.1471133920437961,0.6300391535194221,-0.5301248327406907,-0.5326595835230623,-0.8289668885528954,1.1724895267406166,-0.2791198138454272,-0.4629816970566639,-0.48929393978219515,-0.2791198138454272,-0.6072183858377412,-0.6054765639467882,-0.933267880477209,-0.4450878421773695,-0.7897809283518509,-0.599688024133513,-0.8036866898998788,-0.7550332961051802,1.8448827351560189,-1.0996308904071883,-1.0974233955674455,-0.9343350534503275,-0.782359206191344,-0.25615295884174527,-0.7818590467080231,-0.25770982886726007,Yes
1.8072473277828043,2.3884408629839844,-1.0941873764042318,-1.8072473277828054,2.3948459025179805,1.1499962024524373,-2.0832191413701318,-1.2764044423291903,-2.1258630759199284,-0.26552428354601987,1.196871038290119,-1.968547744096549,-1.92368854250022,1.196871038290119,-1.3219349535937495,-1.6541008190043633,-0.18640980397513576,-1.22762632126137,-1.9429438513540327,-1.8960435983259023,-1.5460565496017769,-1.6388426990156957,-1.8039246316896034,1.831052531965057,0.26443929475259276,2.1703348829890325,-0.8625159130933365,-0.44631262808870614,-0.865167191949391,0.244367650313073,Yes
0.7362859044313614,0.5698349033803877,-0.7664036080058865,-0.7362859044313803,0.554619092224318,1.2946598525322948,-2.0942797693474002,-2.08683249452564,-1.5249678424398874,2.4210794225904673,0.23986671713914026,-1.968547744096549,-1.92368854250022,0.23986671713914026,-2.2236837650435133,-1.6779074237137934,-1.1795218984747298,-2.1040367667167192,-1.9429438513540327,-1.618767544956996,-2.055488927815582,-1.9284766238249313,-1.1182508841796508,-1.6856885257785124,-1.5379381920341626,-1.3745765925680684,-1.7065188857672495,-1.4857290726132437,-1.7182425992210058,-1.4870613036250107,Yes
-0.12267830081328834,-0.32956930230926673,-0.26864433535382887,0.12267830081326948,-0.33974671982811744,0.24286497603004867,-0.5284342559165746,-0.5428008430646054,-0.6646933714863842,1.1692895764131956,0.01031445714668074,-0.5378380152589358,-0.470256965830977,0.01031445714668074,-0.6144645588226266,-0.6806752042193918,-0.9324245447991348,-0.4407343596789967,-0.5250929474822681,-0.6717077782553199,-0.7894831849310829,-0.6442909130898845,1.8448827351560189,-1.0929939382124558,-1.085062108763323,-0.9390566157660052,-0.5984702903573605,-0.9023265922051584,-0.5957248479115889,-0.9037654086949198,Yes
1.2896737380725039,1.5136860988073766,-0.9602907359302251,-1.289673738072504,1.4930577762521149,1.6740469618407658,-2.0942797693474002,-2.08683249452564,-2.21880730268134,2.5259981355777517,1.418378261162014,-1.968547744096549,-1.92368854250022,1.418378261162014,-2.1615336872292077,-2.165753878949584,-1.376019111465902,-2.1040367667167192,-1.9429438513540327,-2.086895946748697,-2.2723291036723836,-2.2407381990098565,-1.1974139278526656,-2.676422011134568,-2.2159167783802003,-2.0822887974884923,-1.6876584841432518,-1.4248041300389829,-1.6963444581861273,-1.4261474918126924,Yes
1.9712996709499004,2.3884408629839844,-1.1297394588517358,-1.9712996709499009,2.3948459025179805,2.4624180484078337,-2.0942797693474002,-2.08683249452564,-2.21880730268134,2.0053285638895773,1.9610412119049065,-1.968547744096549,-1.92368854250022,1.9610412119049065,-1.060010950424698,-2.255689941185136,-1.114922385534284,-2.1040367667167192,-1.9429438513540327,-2.236336936551353,-2.2287716884347657,-2.2407381990098565,-1.545731320015746,-1.9838743903664187,-1.474314483972936,-1.2992213759436497,-0.42401157533537864,-1.2826459306990388,-0.4238720454422501,-1.284015264250614,No
-0.09032995145638972,-0.3033460823438048,-0.29453041322187307,0.09032995145638945,-0.3137455694158721,0.06271632855747213,0.19425907601696565,0.19038249340521973,-0.08541307446242766,0.045727608189080206,-0.2604536348261847,-0.09897450264383006,-0.10276059906376482,-0.2604536348261847,-0.026979554565762714,-0.07644090373760999,-0.4411815123212059,0.20793453257979336,-0.09602867277040932,-0.09554974528090882,0.05231120955231344,0.0872477131746012,0.9278093215253111,-0.28989092411279976,-0.3001158942992873,-0.5798460119337406,-0.14110555097543465,-0.48692925647154783,-0.13633993272344883,-0.4884439645200079,No
-1.0382521174324917,-0.915994577813989,1.0174628680599065,1.0382521174324906,-0.9228363482218902,-0.824826360018458,-0.27862969246378894,-0.2315856642107889,-0.39666815943053585,-0.4986468661641795,-0.7630966702288372,-0.2861152981577552,-0.2517456126192799,-0.7630966702288372,-0.39845662864220155,-0.4452543354262998,0.07797593110096265,-0.30686477285376523,-0.2359592613805874,-0.44484555277166965,-0.3330772252674131,-0.2268773155707146,0.10268682785556413,-0.2256690582363972,-0.009430637363633306,-0.22186279963220762,-0.6974873988833563,-0.17122728131397372,-0.6961706687454694,-0.1727996669470447,No
0.1597921069638852,-0.0845625508624221,-0.4708049393556667,-0.1597921069638865,-0.09614728937012555,0.12744208306452248,-0.1806576199972858,-0.2118497593287987,-0.42260608317788156,-0.25604731833398436,-0.08264999782352402,-0.3389550521846552,-0.36431206730582594,-0.08264999782352402,-0.4190254603313897,-0.2699168023284101,-0.19560216286613988,-0.1914974866466659,-0.3801046267569437,-0.2792001182915025,-0.19388287657330974,-0.23326629920620348,1.8448827351560189,0.3189115130718814,0.1983180593280695,-0.5994861167744809,0.15123067419655278,-0.46662094228012757,0.1611891574242853,-0.46813936058256844,No
